溶解氧,水温,pH,电导率,浊度,高锰酸盐指数,氨氮,总氮
8.404501285,15.04191713,7.421784597,168.7166817,30.08578827,6.2439037,0.435621646,3.276277584
8.432780379,15.00064145,7.42150203,168.4797084,29.76846591,6.224470798,0.432239467,3.264834268
8.461737944,14.95808875,7.421222193,168.244781,29.44331092,6.204555073,0.428776142,3.253253181
8.491345712,14.91427943,7.420945111,168.0119288,29.11062454,6.184174743,0.425235053,3.241542092
8.521575412,14.86923391,7.420670813,167.7811813,28.77070803,6.163348029,0.421619581,3.229708768
8.552398776,14.82297257,7.420399325,167.5525676,28.42386265,6.142093151,0.417933106,3.217760976
8.583787533,14.77551585,7.420130675,167.3261173,28.07038965,6.120428328,0.414179011,3.205706485
8.615713413,14.72688413,7.419864889,167.1018596,27.71059029,6.09837178,0.410360676,3.193553061
8.648148148,14.67709782,7.419601996,166.8798238,27.34476581,6.075941726,0.406481481,3.181308472
8.681063467,14.62617734,7.419342023,166.6600393,26.97321749,6.053156387,0.402544809,3.168980487
8.714431101,14.57414308,7.419084996,166.4425354,26.59624657,6.030033982,0.39855404,3.156576871
8.74822278,14.52101546,7.418830942,166.2273415,26.2141543,6.006592732,0.394512556,3.144105394
8.782410234,14.46681487,7.41857989,166.0144869,25.82724195,5.982850855,0.390423736,3.131573822
8.816965194,14.41156173,7.418331866,165.8040009,25.43581077,5.958826572,0.386290963,3.118989923
8.85185939,14.35527644,7.418086897,165.5959129,25.04016201,5.934538102,0.382117617,3.106361465
8.887064553,14.29797941,7.417845011,165.3902522,24.64059694,5.910003665,0.377907079,3.093696214
8.922552412,14.23969104,7.417606235,165.1870481,24.23741679,5.885241481,0.373662732,3.08100194
8.958294698,14.18043174,7.417370596,164.98633,23.83092284,5.86026977,0.369387954,3.068286409
8.994263142,14.12022192,7.417138121,164.7881273,23.42141634,5.835106751,0.365086128,3.055557388
9.030429473,14.05908198,7.416908838,164.5924692,23.00919853,5.809770645,0.360760635,3.042822646
9.066765422,13.99703232,7.416682774,164.3993851,22.59457069,5.78427967,0.356414856,3.03008995
9.10324272,13.93409336,7.416459955,164.2089043,22.17783405,5.758652047,0.352052171,3.017367068
9.139833096,13.8702855,7.41624041,164.0210562,21.75928988,5.732905996,0.347675962,3.004661766
9.176508281,13.80562914,7.416024165,163.8358701,21.33923944,5.707059736,0.34328961,2.991981813
9.213240006,13.7401447,7.415811247,163.6533754,20.91798397,5.681131487,0.338896495,2.979334977
9.25,13.67385257,7.415601684,163.4736013,20.49582474,5.655139469,0.3345,2.966729023
9.286759994,13.60677317,7.415395504,163.2965773,20.073063,5.629101901,0.330103505,2.954171722
9.323491719,13.5389269,7.415192732,163.1223326,19.65,5.603037004,0.32571039,2.941670839
9.360166904,13.47033416,7.414993397,162.9508966,19.226937,5.576962996,0.321324038,2.929234142
9.39675728,13.40101537,7.414797526,162.7822986,18.80417526,5.550898099,0.316947829,2.916869399
9.433234578,13.33099092,7.414605146,162.616568,18.38201603,5.524860531,0.312585144,2.904584378
9.469570527,13.26028123,7.414416284,162.4537341,17.96076056,5.498868513,0.308239365,2.892386846
9.505736858,13.1889067,7.414230967,162.2938262,17.54071012,5.472940264,0.303913872,2.880284571
9.541705302,13.11688773,7.414049222,162.1368737,17.12216595,5.447094004,0.299612046,2.868285319
9.577447588,13.04424474,7.413871077,161.982906,16.70542931,5.421347953,0.295337268,2.85639686
9.612935447,12.97099813,7.41369656,161.8319523,16.29080147,5.39572033,0.291092921,2.844626959
9.64814061,12.8971683,7.413525696,161.684042,15.87858366,5.370229355,0.286882383,2.832983386
9.683034806,12.82277566,7.413358514,161.5392044,15.46907716,5.344893249,0.282709037,2.821473907
9.717589766,12.74784062,7.41319504,161.3974688,15.06258321,5.31973023,0.278576264,2.81010629
9.75177722,12.67238358,7.413035302,161.2588647,14.65940306,5.294758519,0.274487444,2.798888302
9.785568899,12.59642494,7.412879328,161.1234213,14.25983799,5.269996335,0.27044596,2.787827711
9.818936533,12.51998513,7.412727143,160.991168,13.86418923,5.245461898,0.266455191,2.776932285
9.851851852,12.44308453,7.412578776,160.8621341,13.47275805,5.221173428,0.262518519,2.766209792
9.884286587,12.36574356,7.412434254,160.736349,13.0858457,5.197149145,0.258639324,2.755667998
9.916212467,12.28798263,7.412293603,160.6138419,12.70375343,5.173407268,0.254820989,2.745314671
9.947601224,12.20982213,7.412156852,160.4946423,12.32678251,5.149966018,0.251066894,2.735157579
9.978424588,12.13128248,7.412024027,160.3787794,11.95523419,5.126843613,0.247380419,2.725204489
10.00865429,12.05238408,7.411895155,160.2662826,11.58940971,5.104058274,0.243764947,2.71546317
10.03826206,11.97314734,7.411770264,160.1571813,11.22961035,5.08162822,0.240223858,2.705941388
10.06721962,11.89359266,7.411649381,160.0515047,10.87613735,5.059571672,0.236760533,2.696646911
10.09549871,11.81374045,7.411532534,159.9492823,10.52929197,5.037906849,0.233378354,2.687587506
10.12307107,11.73361111,7.411419749,159.8505433,10.18937546,5.016651971,0.2300807,2.678770942
10.14990841,11.65322506,7.411311053,159.755317,9.856689079,4.995825257,0.226870955,2.670204986
10.17598247,11.5726027,7.411206474,159.6636329,9.531534085,4.975444927,0.223752497,2.661897405
10.20126497,11.49176442,7.411106039,159.5755203,9.214211732,4.955529202,0.220728709,2.653855966
10.22572766,11.41073065,7.411009776,159.4910085,8.905023274,4.9360963,0.217802972,2.646088438
10.24934226,11.32952178,7.410917711,159.4101267,8.604269968,4.917164442,0.214978666,2.638602589
10.2720805,11.24815823,7.410829871,159.3329045,8.312253068,4.898751848,0.212259173,2.631406184
10.29391411,11.16666039,7.410746285,159.2593711,8.02927383,4.880876737,0.209647873,2.624506993
10.31481481,11.08504868,7.410666979,159.1895558,7.75563351,4.863557328,0.207148148,2.617912782
10.33475436,11.0033435,7.41059198,159.123488,7.491633362,4.846811843,0.204763379,2.61163132
10.35370446,10.92156525,7.410521315,159.061197,7.237574642,4.830658499,0.202496947,2.605670373
10.37163685,10.83973435,7.410455012,159.0027122,6.993758606,4.815115518,0.200352233,2.600037709
10.38852327,10.75787119,7.410393099,158.9480629,6.760486509,4.800201119,0.198332617,2.594741097
10.40433544,10.67599619,7.410335601,158.8972784,6.538059606,4.785933522,0.196441482,2.589788303
10.41904509,10.59412975,7.410282547,158.850388,6.326779153,4.772330947,0.194682207,2.585187095
10.43262395,10.51229227,7.410233964,158.8074212,6.126946405,4.759411612,0.193058175,2.58094524
10.44504376,10.43050417,7.410189878,158.7684072,5.938862618,4.747193739,0.191572766,2.577070506
10.45627624,10.34878584,7.410150317,158.7333754,5.762829047,4.735695547,0.190229361,2.573570661
10.46629313,10.2671577,7.410115309,158.7023552,5.599146947,4.724935255,0.189031342,2.570453473
10.47506615,10.18564015,7.41008488,158.6753757,5.448117574,4.714931084,0.187982088,2.567726708
10.48256704,10.1042536,7.410059058,158.6524665,5.310042182,4.705701253,0.187084982,2.565398134
10.48876752,10.02301845,7.41003787,158.6336568,5.185222029,4.697263982,0.186343405,2.563475519
10.49363932,9.94195511,7.410021342,158.618976,5.073958368,4.68963749,0.185760737,2.561966631
10.49715419,9.861083983,7.410009504,158.6084533,4.976552456,4.682839998,0.185340359,2.560879237
10.49928384,9.780425478,7.41000238,158.6021182,4.893305548,4.676889726,0.185085653,2.560221104
10.5,9.7,7.41,158.6,4.824518898,4.671804892,0.185,2.56
10.31,9.6,7.45,169.4,4.770493763,4.667603717,0.217,2.8
9.78,9.4,7.42,176.2,4.731531398,4.66430442,0.278,2.96
9.51,9.2,7.4,180.5,4.707933059,4.661925222,0.304,2.79
9.61,9.7,7.38,199.9,4.7,4.660484342,0.398,2.93
9.63,10.1,7.49,205,10,4.66,0.479,2.96
9.51,9.8,7.47,193.5,10.6,4.91,0.437,2.97
9.63,9.8,7.49,195.6,10.1,5.2,0.4,2.98
9.48,9.6,7.49,193.9,9.3,4.11,0.335,2.78
9.33,9.5,7.48,191.2,7.5,3.95,0.265,2.56
10.04,10,7.53,189.3,5.9,3.63,0.223,2.48
10.33,10.4,7.56,188,6.2,3.63,0.197,2.4
9.93,10.1,7.52,186.8,7,3.48,0.177,2.41
10.1,10,7.52,188.2,10.7,3.61,0.162,2.47
9.89,9.9,7.5,190.3,8.2,3.5,0.174,2.44
9.5,9.8,7.47,192.9,7.1,3.75,0.181,2.39
10.17,10.1,7.49,193.1,7,3.32,0.168,2.4
10.32,10.4,7.53,192.2,5,3.48,0.164,2.3
9.61,9.9,7.47,193.5,15.7,3.42,0.161,2.57
9.71,9.8,7.45,195.6,22.9,3.4,0.167,2.78
9.78,9.8,7.44,194.1,13.2,3.47,0.238,2.63
9.52,9.6,7.42,195.9,9.4,3.588535456,0.423,2.82
9.67,9.8,7.39,191.3,10.9,3.756916695,0.579,3.05
10.02,9.9,7.38,181.7,17.6,3.962262456,0.529,3.14
10,10,7.34,176.9,17,4.191691478,0.37,3
10.01,9.9,7.29,169.2,21.6,4.432322499,0.327,3.03
9.96,9.7,7.25,165.2,22.1,4.671274259,0.32,2.95
9.86,9.5,7.23,163.9,21.7,4.895665496,0.345,2.97
9.92,11.1,7.23,164.9,21.2,5.09261495,0.409,3.09
9.84,12.7,7.26,169.2,20,5.249241359,0.43,3.08
9.74,12.4,7.28,174.9,17.2,5.352663463,0.398,2.99
9.6,12.1,7.29,178.3,18.2,5.39,0.445,3.13
9.29,11.6,7.3,181.5,12.2,4.51,0.355,2.84
9.13,11.4,7.3,182.9,10.5,4.52,0.316,2.76
9.159191919,11.63333333,7.341481481,183.6027609,11.1665723,4.294444444,0.284047227,2.735940263
9.221717172,12.06666667,7.418518519,184.1099663,12.54425572,3.875555556,0.25558823,2.721414576
9.28,12.3,7.46,184.9,13.7,3.65,0.23,2.71
9.32,12,7.39,186.9,14.3,3.85,0.208,2.7
9.09,11.9,7.38,187.8,11.1,3.68,0.223,2.67
8.54,11.8,7.36,191.4,7.5,3.91,0.256,2.6
8.96,11.9,7.36,192,7,3.57,0.265,2.56
9.26,12,7.38,191.5,7.8,3.42,0.206,2.5
8.72,11.7,7.36,190.3,9.8,3.29,0.204,2.54
8.89,11.5,7.36,191.8,9.8,3.27,0.189,2.51
8.89,11.5,7.37,194,10.8,3.17,0.204,2.49
8.67,11.4,7.36,195.9,7.2,3.171889207,0.231,2.47
9.24,11.7,7.39,195.5,10.2,3.17782847,0.209,2.51
9.33,11.8,7.4,197.1,19.1,3.188225253,0.214,2.7
8.83,11.5,7.36,198,13.4,3.203487022,0.241,2.66
9.04,11.3,7.36,194.8,14.7,3.22402124,0.209,2.6
9.22,11,7.37,196.8,14.9,3.250235373,0.21,2.61
9.06,10.6,7.36,197.2,10.3,3.282536884,0.223,2.52
9.4,10.7,7.38,196.6,22,3.321333238,0.225,2.75
9.69,10.6,7.39,195.5,14,3.3670319,0.238,2.68
9.73,10.4,7.38,192.8,24.4,3.420040334,0.226,2.88
10,10,7.4,190.9,15,3.480766004,0.218,2.68
9.64,9.8,7.37,191.4,10.1,3.549616375,0.224,2.64
9.63,9.5,7.37,191.1,11.3,3.626998911,0.282,2.66
9.97,9.6,7.36,189,20.4,3.713321078,0.26,2.81
10.1,9.6,7.35,185.7,19.5,3.808990338,0.232,2.75
10.34,9.3,7.36,183.8,24.6,3.914414158,0.203,2.84
10.26,9.1,7.36,184.2,17,4.03,0.217,2.7
10,9,7.35,185.7,11.3,4.52,0.39,2.84
10.1,8.9,7.34,182.3,11.2,4.62,0.388124747,2.79
10.4,8.9,7.33,176.2,12.2,4.07,0.382746317,2.67
10.57,8.9,7.33,174.8,14,4.58,0.374235708,2.69
10.65,8.7,7.32,171,17.9,4.37,0.362963914,2.87
10.53,8.5,7.28,167.4,20.1,4.8,0.349301933,3.04
10.63,8.3,7.28,161.4,22.6,4.18,0.33362076,2.95
10.62,8.3,7.27,157,23.2,4.82,0.316291391,2.82
10.68,8.5,7.26,155.6,27.3,4.78,0.297684822,2.94
10.84,9,7.27,157,22.2,4.87,0.27817205,2.92
10.75,8.9,7.38,158.1,25.2,4.46,0.258124071,2.89
10.62,8.8,7.48,158.7,16.2,4.25,0.23791188,2.62
10.51,8.6,7.48,160,13.1,3.88,0.217906474,2.53
10.47,8.6,7.49,161.4,13.1,4.3,0.198478848,2.48
10.65,8.8,7.5,162.2,13.5,3.97,0.18,2.49
10.74,8.7,7.53,164.3,19.3,3.85,0.16,2.58
10.76,8.7,7.54,164.8,14,4.05,0.197,2.54
10.58,8.5,7.53,166.8,16.2,3.31,0.198,2.62
10.29,8.4,7.49,167.8,10.8,3.43,0.222,2.57
10.26,8.3,7.48,168.3,9.8,4.24,0.251,2.58
10.61,9.1,7.5,170.4,11.7,4.03,0.283,2.68
10.82,9.9,7.55,170.2,15.6,4.12,0.215,2.66
10.9,9.7,7.55,171.6,17.9,3.56,0.176,2.6
10.77,9.4,7.55,176.1,16.8,3.41,0.193,2.64
10.42,8.9,7.52,184.5,11.4,3.45,0.203,2.56
10.2,8.8,7.49,197.2,8.3,3.58,0.202,2.49
10.6,10.5,7.52,212,8.8,3.55,0.28,2.66
10.41,11.4,7.52,219.4,11.3,4.26,0.343,2.85
10.24243206,11.23653846,7.493552632,232.1117125,17.15575672,4.097566064,0.284929551,3.163956311
10.08,10.9,7.46,244.3,24.61676725,3.75,0.213,3.37
9.91,10.4,7.45,250.5,28.3,3.17,0.194,3.05
9.46,10,7.41,252.6,10.6,3.28,0.213,2.7
9.79,10.7,7.42,253.9,7,3.17,0.209,2.69
10.05,11.2,7.46,248.8,10.8,3.34,0.211,2.72
9.77,11.1,7.44,232,29.5,3.66,0.237,3.12
10.05,11.2,7.46,227.3,19.1,3.85,0.2,2.86
9.88,11,7.45,225.7,11.1,3.41,0.163,2.58
9.44,10.9,7.42,232.1,8.8,3.74,0.153,2.52
9.84,11.7,7.4,237.4,6.9,3.93,0.135,2.46
10.44,13.3,7.49,244.5,8.2,3.77,0.12,2.46
9.58,13,7.45,270,27.4,3.82,0.12,2.95
9.22,12.8,7.42,272.6,30.03369375,5.04,0.172,3.71
9.08,12.5,7.43,274.6,30.9,4.6,0.179,3.26
8.52,12,7.41,276.9,13.9,3.89,0.196,2.94
9.45,14.4,7.45,280.7,8.1,4.19,0.19,2.8
9.38,16,7.47,273.2,31.4,4.55,0.188,3.21
8.67,15.4,7.42,265,39.8,5.37,0.212,3.5
8.76,15.2,7.43,260.5,33.78377144,4.86,0.142,3.47
8.46,15,7.43,267.5,22.7,4.19,0.141,3.12
7.83,14.5,7.4,275,10.8,4.3,0.155,2.88
8.29,15.2,7.41,273.9,16.3,4.38,0.098,3.51
8.76,17.2,7.44,276.1,21.8,4.12,0.116,3.03
7.32,16.5,7.38,274.5,14.8,4.215,0.138,2.89
7.45,16.3,7.37,275.4,16.7,4.31,0.144,2.97
7.51,16.2,7.38,273.7,12.9,4.21,0.169,2.97
6.78,16,7.34,277,10.5,4.61,0.183,2.97
7.09,15.7,7.35,273.2,22.8,4.95,0.134,3.8
7.82,15.7,7.4,271.7,35.1,4.7,0.113,3.4
7.26,15.6,7.37,269.5,29,4.65,0.14,3.27
7.45,15.4,7.37,269,22.1,4.65,0.15,3.17
7.39,15.1,7.36,270.7,30.3,4.43,0.154,3.32
7.03,14.9,7.35,274.5,24.9,4.8,0.168,3.3
7.385,16.35,7.41,275.0988372,25.55755396,4.761,0.1525,3.385
7.74,17.8,7.47,275.3,27.41510791,4.67,0.137,3.47
7.46,17.5,7.44,269.3,30.3,4.47,0.142,3.38
7.81,17.6,7.46,265.5,38.9,4.56,0.136,3.42
7.6,17.4,7.46,267.3,31.9,4.43,0.131,3.25
7,16.9,7.42,271.3,19.3,4.59,0.137,2.93
7.08,17.6,7.41,277.3,13.1,4.2,0.134,2.83
7.15,18.7,7.42,283.1,12.5,4.25,0.131,2.82
6.33,18.4,7.37,288.4,17.4,4.14,0.105,2.91
7.19,18.6,7.41,289.3,26.3,4.17,0.105,3
7.2,18.5,7.42,292.6,24.6,4.39,0.108,3.02
6.48,18.2,7.39,298.6,20.7,4.6,0.131,2.97
6.51,19,7.37,308.7,12.3,4.28,0.152,2.95
6.6,20.2,7.39,322.9,12.7,4.28,0.164,3.06
6.29,19.9,7.37,340.3,18.7,4.5,0.155,3.23
7.13,19.7,7.41,352.1,25.6,4.67,0.16,3.35
7.02,19.1,7.42,359.4,23.2,4.68,0.155,3.24
6.11,18.5,7.37,366.4,14,4.85,0.155,3.13
6.49,18.6,7.38,368.7,12.1,4.52,0.132,3.08
6.7,19.2,7.39,371.3,10.3,4.43,0.131,3.02
6.17,19,7.37,375.6,12.9,4.43,0.143,3.08
6.7,19,7.39,379.6,12.4,4.39,0.142,3.03
6.65,18.7,7.4,382.5,10.2,4.35,0.156,3.01
5.96,18.3,7.36,381.9,9.7,4.57,0.165,2.95
5.92,18.2,7.35,378.3,8.5,4.4,0.155,2.96
5.98,18.3,7.35,375.1,9.7,4.51,0.161,3
5.63,18.1,7.34,374.2,18.7,4.59,0.193,3.25
5.9,17.9,7.34,374.5,21.7,4.66,0.193,3.27
6.08,17.5,7.37,370.7,18.2,4.53,0.229,3.27
5.86,17.2,7.35,368.6,16.9,4.68,0.229,3.22
6.42,18.6,7.37,366.5,10.7,4.42,0.212,3.06
6.5,19.7,7.37,362.9,12.1,4.36,0.208,3.07
6.38,19.2,7.37,351.3,22,4.61,0.211,3.19
6.55,19.2,7.37,332.8,23.1,4.58,0.221,3.2
6.87,18.7,7.39,322.3,20.1,4.48,0.211,3.1
6.81,18,7.41,317.6,16.1,4.435139803,0.181,2.96
6.93,19.5,7.41,313.4,11.7,4.395460526,0.174,2.8
6.82,20.2,7.4,309.4,9.5,4.361208882,0.169,2.62
6.37,19.8,7.33,297.2,15.3,4.332631579,0.175,2.7
6.49,19.6,7.33,292.8,15.7,4.309975329,0.168,2.72
6.83,19.1,7.35,289.5,14,4.293486842,0.169,2.66
6.79,18.7,7.36,286.9,13.1,4.283412829,0.17,2.6
6.73,19.8,7.37,287.7,30.8,4.28,0.149,2.83
6.6,20.9,7.35,288.4,18.3,4.712962963,0.151,2.67
5.8,20.5,7.25,284.9,20.37407407,5.517037037,0.095,4.4
6.01,20.4,7.25,282.3,24.22592593,5.95,0.008,3.27
6.5,20.1,7.28,279.9,26.3,4.6,0.162,3.04
6.64,19.8,7.3,276.5,19.2,4.79,0.16,2.7
6.64,20.4,7.32,277.7,25.5,4.93,0.147,2.58
5.89,20.3,7.28,276.7,29.35418589,4.865014793,0.116,3.11
5.3,20,7.23,274.2,32.64538745,4.7,0.115,3.29
5.33,19.9,7.22,269.6,34.9388953,4.21,0.131,3.1
5.85,19.8,7.24,267.2,35.8,4.03,0.142,2.92
6.07,19.6,7.25,265.1,34,4.34,0.144,2.69
6.36,20.6,7.26,265.6,20.8,3.91,0.146,2.57
5.97,20.8,7.25,266.6,21.6,4.02,0.145,2.56
5.52,20.6,7.22,262.5,27.2,4.07,0.135,2.68
5.74,20.6,7.22,260.4,26,3.96,0.133,2.66
6.41,20.5,7.26,259.7,23.2,3.87,0.131,2.55
6.42,20.4,7.27,259.5,22.6,4.26,0.136,2.5
5.99,20.7,7.24,257.5,18.1,3.9,0.136,2.49
5.71,21.3,7.22,253.8,20.3,3.91,0.128,2.54
5.65,21.1,7.22,241.4,22.4,4.09,0.154,2.46
6.23,21.1,7.24,232.7,17.7,3.86,0.15,2.3
6.65,21,7.26,228.9,17.6,3.8,0.141,2.24
6.3,20.8,7.25,230.3,16.5,4.16,0.142,2.2
5.8,21,7.24,230.2,12.6,3.64,0.138,2.2
5.43,20.8,7.22,227.9,22.3,3.84,0.121,2.37
5.5,20.8,7.2,226.9,32.6,3.84,0.126,2.53
6.08,20.8,7.23,230.7,17.6,3.8,0.135,2.45
5.65,20.7,7.21,235.5,14.4,3.86,0.147,2.41
5.04,20.4,7.17,237.5,13,4.19,0.158,2.39
5.06,20.6,7.16,234.6,20.3,3.83,0.147,2.5
5.14,20.7,7.15,230.4,24.2,3.8,0.145,2.52
5.11,20.7,7.15,226.6,25.62597087,4.23,0.143,2.76
5.48,20.6,7.14,222.8,26.2,4,0.15,2.48
5.58,20.4,7.14,221.2,18.8,3.62,0.156,2.37
5.22,20.2,7.12,220,13.8,4.02,0.159019999,2.28
5.57,21.9,7.12,219.3,22.9,3.48,0.161741121,2.39
5.93,23.1,7.33,239,30.2096546,3.43,0.164131376,2.59
5.53,22.8,7.23,201.7,36.39371619,4.48,0.166158774,3.22
6.14,22.9,7.24,202.8,39,3.75,0.167791326,2.64
6.42,22.8,7.29,202.4,22.9,3.59,0.16899704,2.29
6.07,22.7,7.26,202.8,19.2,4.16,0.169743928,2.23
5.56,22.5,7.24,203.7,13.9,3.46,0.17,2.2
5.45,22.5,7.23,202.5,12.2,3.42,0.167,2.11
5.03,22.2,7.21,203.1,15.2,3.8,0.169,2.18
4.84,22,7.19,203.9,18.9,3.46,0.171,2.22
5.07,21.9,7.21,204.3,25.5,3.85,0.179,2.32
5.05,21.8,7.21,205.2,22.8,4.21,0.2,2.36
5.06,22.3,7.19,205.7,15.9,3.66,0.218,2.26
5.03,23.3,7.2,206.3,17.8,3.76,0.223,2.35
4.85,22.6,7.19,208.5,21,3.72,0.216,2.39
5.15,22,7.21,209.3,18.1,3.68,0.199,2.36
5.54,21.6,7.23,210.2,16.6,3.99,0.187,2.33
5.73,21.1,7.23,210.9,15.9,4.18,0.182,2.38
5.99,21.8,7.24,212,13.7,3.72,0.178,2.33
5.82,22.8,7.22,213.7,14.8,4.02,0.172,2.37
5.62,22.7,7.2,213.7,15.4,3.84,0.195,2.36
5.85,22.9,7.22,215.9,18.4,4.11,0.211,2.43
6.13,22.7,7.23,215.7,17.4,4.06,0.193,2.41
5.86,22.3,7.23,214.7,17.3,4.36,0.172,2.36
5.67,23,7.21,214.3,11.7,4.12,0.151,2.26
5.52,24.2,7.21,216.8,9.8,3.93,0.131,2.21
5.4,24.1,7.19,217.2,10.5,4.06,0.125,2.19
5.73,24.2,7.21,218.1,13,4.32,0.122,2.24
6.05,24.2,7.23,217.9,14.2,4.15,0.131,2.25
5.5,23.9,7.22,218.1,13.4,4.47,0.138,2.24
5.02,23.7,7.21,220.1,10.4,4.13,0.139,2.19
4.97,23.8,7.19,216.7,9.3,4.09,0.138,2.19
5.54,23.6,7.22,211.7,10.3,4.18,0.115,2.18
5.86,23.1,7.25,208.3,10,3.89,0.114,2.19
5.61,22.3,7.25,204.6,10.5,4.26,0.127,2.25
5.02,21.5,7.23,202.9,11.7,4.59,0.006,2.33
5.58,20.7,7.16,209,13.1,4.21,0.176,2.34
5.72,20.5,7.3,208.6,10.7,4.01,0.249806366,2.294398734
6.31,19.9,7.33,197.3,8.6,5.14,0.281,2.23
6.98,19.1,7.3,191.1,10.3,4.98,0.261,2.2
7.08,18.8,7.29,190.7,9.3,4.55,0.25,2.12
6.78,18.2,7.28,194.5,9.9,4.77,0.268,2.17
6.83,17.8,7.27,202.3,10.1,4.86,0.314,2.35
7.02,17.6,7.28,208,10.9,4.92,0.301,2.43
7.02,17,7.25,210.7,10.6,4.58,0.28,2.44
7.54,16.6,7.27,211,11.3,5.08,0.279,2.49
7.32,16.2,7.26,211.2,8.8,5.12,0.301,2.51
6.88,15.8,7.23,214,8.7,5.49,0.418,2.66
8.32,16.7,7.3,215.8,8.7,5.74,0.45,2.76
7.55,16.8,7.26,217.5,9.3,5.95,0.47,2.84
7.69,16.6,7.24,219,13.7,5.81,0.385,2.88
8.11,16.5,7.28,223,11.3,5.48,0.318,2.84
7.74,16.2,7.26,227.7,9.1,5.63,0.262,2.78
6.96,15.8,7.23,230.3,9,5.82,0.26,2.8
6.87,15.8,7.2,229.8,17.5,5.85,0.276,2.93
6.84,15.9,7.19,232,14.7,6.11,0.308,2.96
6.91,16,7.23,232.8,13.1,5.93,0.343,2.99
7.15,16,7.21,230.1,11.5,5.95,0.265,2.95
6.81,15.9,7.16,229.3,11.8,5.79,0.247,2.98
6.58,15.9,7.14,227.9,9.5,5.77,0.295,2.94
7.39,16.7,7.17,222.4,11.4,5.78,0.437,3.03
7.89,17.6,7.15,211.9,13.3,5.79,0.435,2.95
7.7,17.9,7.13,204.9,17,5.84,0.174,2.95
7.34,18,7.12,201.8,15.7,6.02,0.29,2.86
7.51,17.7,7.13,196.3,38,6.31,0.357,3.29
7.22,17.5,7.06,192.8,32.4,7.41,0.426,3.29
7.27,17.7,7.09,196.3,28.5,7.7,0.453,3.29
7.24,18.5,7.1,192,28.5,7.45,0.386,3.18
7.12,18.3,7.08,190.3,30.5,7.34,0.359,3.14
6.86,17.9,7.04,189,26,7.08,0.417,3.01
6.72,17.6,7.04,187.2,25.7,7.1,0.357,3.01
6.81,17.4,7.05,186.3,22,6.61,0.337,2.78
6.97,17.2,7.07,184.1,20.1,6.11,0.287,2.69
7.23,17.5,7.08,185.5,19.2,6.87,0.298,2.71
7.25,17.3,7.07,197.6,25.4,6.51,0.246,2.87
7.14,16.8,7.04,206.5,18.6,5.66,0.295,2.76
6.9,16.5,7.03,213.7,14.7,5.19,0.323,2.74
6.89,16.2,7.04,217.4,12.9,5.13678154,0.326,2.72
7.86,18,7.17,222.4,12.7,5.093865792,0.281,2.73
7.93,19.8,6.98,228.1,14.7,5.059882407,0.209,2.46
7.42,19.4,6.98,228.7,13.8,5.03346104,0.187,2.42
7.12,19.1,6.98,229.1,11.4,5.013231344,0.174,2.34
6.6,18.1,6.95,229.5,11,4.997822971,0.16,2.3
6.32,17.9,6.93,231.8,9.3,4.985865576,0.167,2.33
7.25,18.6,7,236.6,7,4.975988812,0.16,2.3
6.99,18.7,6.98,242.8,11.3,4.966822332,0.158,2.34
6.51,18.4,6.93,247.7,20.1,4.956995789,0.181,2.69
6.24,18.4,6.92,247.8,20.3,4.945138836,0.178,2.69
6.03,18.2,6.91,242.1,11.4,4.929881128,0.191,2.45
5.78,18.1,6.91,238.4,9.9,4.909852317,0.202,2.33
6.69,18.2,6.96,231.6,9.4,4.883682057,0.19,2.23
6.66,18.3,6.95,228.9,13.3,4.85,0.182,2.29
6.26,18.2,6.92,226.5,12.5,4.79,0.211,2.35377551
6.28,18.1,6.92,222.7,10.5,4.85,0.223,2.39
6.02,18.2,6.9,220.1,10.3,4.82,0.238,2.39
6.03,18.1,6.89,217.2,10.9,4.86,0.23,2.34
6.39,18.4,6.9,217,11,4.94,0.216,2.33
6.72,18.5,6.92,218.6,9.8,4.72,0.222,2.44
